input,output
intent: bring object: book location: counter recipient: me,navigate to counter -> grasp -> navigate to counter -> deliver book to me
intent: tell location: study filter: wearing person: blue sweaters,navigate to study -> detect_person with wearing at study -> describe_property -> navigate to operator -> tell
intent: tell location: on the counter attribute: thinnest,navigate to on the counter -> detect_object thinnest at on the counter -> describe_property -> navigate to operator -> tell
intent: meet location: storage room person: Hector intent: answer content: question,navigate to storage room -> meet_person Hector at storage room -> navigate to operator -> answer_question
intent: take object: magazines location: garden table intent: bring recipient: me,navigate to garden table -> grasp -> deliver magazines to me
intent: introduce location: hallway filter: wearing person: white jacket intent: follow,navigate to hallway -> introduce_person -> guide_person
intent: go location: bathroom intent: find object: toy intent: get intent: bring recipient: me,navigate to bathroom -> detect_object toy -> grasp -> deliver toy to me
intent: salute location: balcony person: Tom intent: follow location: workshop,navigate to balcony -> greet_person Tom at balcony -> navigate to workshop -> guide_person to workshop
intent: tell object: remote location: on the garden table,navigate to on the garden table -> count remote at on the garden table -> navigate to operator -> tell
intent: answer location: office filter: right arm content: quiz person: person,navigate to office -> detect_person with right arm at office -> navigate to operator -> answer_question
intent: tell location: on the counter attribute: smallest,navigate to on the counter -> detect_object smallest at on the counter -> describe_property -> navigate to operator -> tell
intent: tell location: laundry room content: name person: person,navigate to laundry room -> tell name
intent: fetch object: glasses location: desk intent: deliver location: dining area recipient: Rosa,navigate to desk -> detect_object glasses at desk -> navigate to dining area -> deliver glasses to Rosa
intent: meet location: terrace person: Rosa intent: find location: bedroom,navigate to terrace -> meet_person Rosa at terrace -> navigate to bedroom
intent: tell object: remote location: on the desk,navigate to on the desk -> count remote at on the desk -> navigate to operator -> tell
intent: greet location: balcony person: Alice intent: say content: time,navigate to balcony -> greet_person Alice at balcony -> greet_person
intent: tell object: snacks location: on the shelf attribute: thinnest,navigate to on the shelf -> detect_object thinnest snacks at on the shelf -> describe_property -> navigate to operator -> tell
intent: escort location: garden person: Frank,navigate to garden -> guide_person Frank to garden
intent: find object: toy location: terrace intent: get intent: give location: terrace recipient: Quentin,navigate to terrace -> detect_object toy at terrace -> grasp -> navigate to terrace -> deliver toy to Quentin
intent: follow location: desk filter: right arm person: person,navigate to desk -> guide_person person to desk
intent: give object: glass location: shelf recipient: me,navigate to shelf -> grasp -> navigate to shelf -> deliver glass to me
intent: salute location: workshop person: Grace intent: answer content: quiz,navigate to workshop -> greet_person Grace at workshop -> navigate to operator -> answer_question
intent: navigate location: workshop intent: locate object: cans intent: get intent: give recipient: me,navigate to workshop -> detect_object cans -> grasp -> deliver cans to me
intent: tell location: garage content: gesture person: person,navigate to garage -> tell gesture
intent: go location: side table intent: locate object: glass intent: fetch intent: bring location: garage recipient: Tom,navigate to side table -> detect_object glass -> navigate to garage -> deliver glass to Tom
intent: meet location: garden table person: Rosa intent: look location: garage,navigate to garden table -> meet_person Rosa at garden table -> navigate to garage
intent: go location: storage room intent: look object: bowl intent: get intent: deliver recipient: me,navigate to storage room -> detect_object bowl -> grasp -> deliver bowl to me
intent: meet location: living room person: Tom intent: follow location: entrance,navigate to living room -> meet_person Tom at living room -> navigate to entrance -> guide_person to entrance
intent: tell object: magazines location: on the counter attribute: biggest,navigate to on the counter -> detect_object biggest magazines at on the counter -> describe_property -> navigate to operator -> tell
intent: tell location: garden filter: wearing person: yellow jackets,navigate to garden -> detect_person with wearing at garden -> describe_property -> navigate to operator -> tell
intent: fetch object: plates location: garden table intent: give location: bedroom recipient: Eva,navigate to garden table -> detect_object plates at garden table -> navigate to bedroom -> deliver plates to Eva
intent: lead location: terrace filter: wearing person: yellow t shirt,navigate to terrace -> guide_person yellow t shirt to terrace
intent: tell object: bottles location: on the garden table attribute: heaviest,navigate to on the garden table -> detect_object heaviest bottles at on the garden table -> describe_property -> navigate to operator -> tell
intent: meet location: terrace person: Leo intent: follow,navigate to terrace -> meet_person Leo at terrace -> guide_person
intent: get object: bottles location: shelf intent: deliver location: bedroom filter: sitting recipient: person,navigate to shelf -> grasp -> navigate to bedroom -> deliver bottles to person
intent: tell location: dining area content: gesture person: person,navigate to dining area -> tell gesture
intent: locate object: cans location: office intent: grasp intent: bring recipient: me,navigate to office -> detect_object cans at office -> grasp -> deliver cans to me
intent: meet location: bedroom person: Alice intent: find location: dining area,navigate to bedroom -> meet_person Alice at bedroom -> navigate to dining area
intent: locate object: books location: drinks bar intent: grasp intent: bring location: drinks bar recipient: Jack,navigate to drinks bar -> detect_object books at drinks bar -> grasp -> navigate to drinks bar -> deliver books to Jack
intent: take location: closet filter: right arm person: person,navigate to closet -> grasp
intent: tell location: on the garden table attribute: heaviest,navigate to on the garden table -> detect_object heaviest at on the garden table -> describe_property -> navigate to operator -> tell
intent: meet location: laundry room person: Quentin intent: follow,navigate to laundry room -> meet_person Quentin at laundry room -> guide_person
intent: tell location: on the counter attribute: smallest,navigate to on the counter -> detect_object smallest at on the counter -> describe_property -> navigate to operator -> tell
intent: meet location: workshop person: Eva intent: locate location: balcony,navigate to workshop -> meet_person Eva at workshop -> navigate to balcony
intent: locate object: remotes location: balcony intent: get intent: give location: balcony filter: pointing recipient: person,navigate to balcony -> detect_object remotes at balcony -> grasp -> navigate to balcony -> deliver remotes to person
intent: tell location: workshop filter: left arm content: your teams country person: person,navigate to workshop -> tell your teams country
intent: give object: bottle location: garden table recipient: me,navigate to garden table -> grasp -> navigate to garden table -> deliver bottle to me
intent: tell location: laundry room filter: wearing person: black jackets,navigate to laundry room -> detect_person with wearing at laundry room -> describe_property -> navigate to operator -> tell
intent: grasp object: tablet location: shelf intent: put location: on the side table,navigate to shelf -> grasp -> navigate to on the side table -> place at on the side table
intent: tell location: side table content: gesture person: person,navigate to side table -> tell gesture
intent: take object: toys location: side table intent: put location: on the counter,navigate to side table -> grasp -> navigate to on the counter -> place at on the counter
intent: tell location: entrance content: pose person: person,navigate to entrance -> tell pose
intent: locate object: notebook location: workshop intent: fetch intent: put location: on the garden table,navigate to workshop -> detect_object notebook at workshop -> navigate to on the garden table -> place at on the garden table
intent: guide location: office filter: left arm person: person,navigate to office -> guide_person person to office
intent: tell location: on the counter attribute: biggest,navigate to on the counter -> detect_object biggest at on the counter -> describe_property -> navigate to operator -> tell
intent: guide location: hallway filter: waving person: person,navigate to hallway -> guide_person person to hallway
intent: find object: cup location: hallway intent: fetch intent: place location: on the shelf,navigate to hallway -> detect_object cup at hallway -> navigate to on the shelf -> place at on the shelf
intent: say location: hallway person: Maria intent: tell content: day today,navigate to hallway -> greet_person Maria at hallway -> tell day today
intent: tell object: cups location: on the shelf attribute: largest,navigate to on the shelf -> detect_object largest cups at on the shelf -> describe_property -> navigate to operator -> tell
intent: tell location: entrance filter: wearing person: red shirts,navigate to entrance -> detect_person with wearing at entrance -> describe_property -> navigate to operator -> tell
intent: take object: snack location: garden table intent: place location: on the shelf,navigate to garden table -> grasp -> navigate to on the shelf -> place at on the shelf
intent: tell location: garden filter: wearing person: blue sweaters,navigate to garden -> detect_person with wearing at garden -> describe_property -> navigate to operator -> tell
intent: get object: toys location: shelf intent: bring location: patio recipient: Noah,navigate to shelf -> grasp -> navigate to patio -> deliver toys to Noah
intent: tell location: bathroom filter: wearing person: orange sweaters,navigate to bathroom -> detect_person with wearing at bathroom -> describe_property -> navigate to operator -> tell
intent: tell object: books location: on the counter attribute: biggest,navigate to on the counter -> detect_object biggest books at on the counter -> describe_property -> navigate to operator -> tell
intent: meet location: bathroom person: Rosa intent: follow location: garden,navigate to bathroom -> meet_person Rosa at bathroom -> navigate to garden -> guide_person to garden
intent: get object: snack location: shelf intent: bring recipient: me,navigate to shelf -> grasp -> deliver snack to me
intent: tell location: laundry room content: pose person: person,navigate to laundry room -> tell pose
intent: give object: tablet location: shelf recipient: me,navigate to shelf -> grasp -> navigate to shelf -> deliver tablet to me
intent: tell location: drinks bar filter: wearing person: black jackets,navigate to drinks bar -> detect_person with wearing at drinks bar -> describe_property -> navigate to operator -> tell
intent: bring object: mug location: shelf recipient: me,navigate to shelf -> grasp -> navigate to shelf -> deliver mug to me
intent: find location: patio filter: pointing person: person intent: answer content: quiz,navigate to patio -> detect_person with pose pointing at patio -> navigate to operator -> answer_question
intent: find object: mugs location: living room intent: take intent: give location: living room filter: lying recipient: person,navigate to living room -> detect_object mugs at living room -> grasp -> navigate to living room -> deliver mugs to person
intent: tell location: garden filter: wearing person: orange blouses,navigate to garden -> detect_person with wearing at garden -> describe_property -> navigate to operator -> tell
intent: find object: box location: balcony intent: take intent: give location: balcony recipient: Bob,navigate to balcony -> detect_object box at balcony -> grasp -> navigate to balcony -> deliver box to Bob
intent: tell location: desk content: name person: person,navigate to desk -> tell name
intent: tell object: magazine location: on the counter,navigate to on the counter -> count magazine at on the counter -> navigate to operator -> tell
intent: escort location: bedroom filter: wearing person: gray jacket,navigate to bedroom -> guide_person gray jacket to bedroom
intent: tell location: on the garden table attribute: biggest,navigate to on the garden table -> detect_object biggest at on the garden table -> describe_property -> navigate to operator -> tell
intent: escort location: living room person: Rosa,navigate to living room -> guide_person Rosa to living room
intent: give object: mug location: garden table recipient: me,navigate to garden table -> grasp -> navigate to garden table -> deliver mug to me
intent: follow location: living room filter: standing person: person,navigate to living room -> guide_person person to living room
intent: tell object: snack location: on the counter,navigate to on the counter -> count snack at on the counter -> navigate to operator -> tell
intent: take location: laundry room filter: wearing person: yellow coat,navigate to laundry room -> grasp
intent: tell location: on the desk attribute: largest,navigate to on the desk -> detect_object largest at on the desk -> describe_property -> navigate to operator -> tell
intent: say location: bedroom person: Rosa intent: follow,navigate to bedroom -> greet_person Rosa at bedroom -> guide_person
intent: tell object: cups location: on the garden table attribute: largest,navigate to on the garden table -> detect_object largest cups at on the garden table -> describe_property -> navigate to operator -> tell
intent: tell location: closet content: pose person: person,navigate to closet -> tell pose
intent: tell object: snacks location: on the shelf attribute: smallest,navigate to on the shelf -> detect_object smallest snacks at on the shelf -> describe_property -> navigate to operator -> tell
intent: take location: closet filter: wearing person: white blouse,navigate to closet -> grasp
intent: tell object: book location: on the shelf,navigate to on the shelf -> count book at on the shelf -> navigate to operator -> tell
intent: locate location: living room filter: pointing person: person intent: follow location: kitchen,navigate to living room -> detect_person with pose pointing at living room -> navigate to kitchen -> guide_person to kitchen
intent: find object: cup location: laundry room intent: take intent: bring location: laundry room recipient: Karen,navigate to laundry room -> detect_object cup at laundry room -> grasp -> navigate to laundry room -> deliver cup to Karen
intent: tell location: shelf content: pose person: person,navigate to shelf -> tell pose
intent: tell object: snack location: on the desk,navigate to on the desk -> count snack at on the desk -> navigate to operator -> tell
intent: navigate location: drinks bar intent: locate location: right filter: pointing person: person intent: take location: office,navigate to drinks bar -> navigate to right -> detect_person with pose pointing at right -> navigate to office -> grasp
intent: go location: entrance intent: locate object: cans intent: grasp intent: deliver location: office recipient: Grace,navigate to entrance -> detect_object cans -> grasp -> navigate to office -> deliver cans to Grace
intent: tell location: balcony content: pose person: person,navigate to balcony -> tell pose
intent: tell object: remote location: on the counter,navigate to on the counter -> count remote at on the counter -> navigate to operator -> tell
intent: tell location: study filter: wearing person: red coats,navigate to study -> detect_person with wearing at study -> describe_property -> navigate to operator -> tell
intent: give object: bowl location: side table recipient: me,navigate to side table -> grasp -> navigate to side table -> deliver bowl to me
intent: greet location: drinks bar person: Charlie intent: follow location: laundry room,navigate to drinks bar -> greet_person Charlie at drinks bar -> navigate to laundry room -> guide_person to laundry room
intent: tell location: on the side table attribute: largest,navigate to on the side table -> detect_object largest at on the side table -> describe_property -> navigate to operator -> tell
intent: meet location: balcony person: Leo intent: lead location: bedroom,navigate to balcony -> meet_person Leo at balcony -> navigate to bedroom -> guide_person to bedroom
intent: tell object: cups location: on the desk attribute: smallest,navigate to on the desk -> detect_object smallest cups at on the desk -> describe_property -> navigate to operator -> tell
intent: look location: garage filter: pointing person: person intent: lead location: laundry room,navigate to garage -> detect_person with pose pointing at garage -> navigate to laundry room -> guide_person to laundry room
intent: find object: remotes location: office intent: get intent: deliver location: office filter: lying recipient: person,navigate to office -> detect_object remotes at office -> grasp -> navigate to office -> deliver remotes to person
intent: tell location: kitchen filter: right arm content: day person: person,navigate to kitchen -> tell day
intent: tell object: glasses location: on the shelf attribute: smallest,navigate to on the shelf -> detect_object smallest glasses at on the shelf -> describe_property -> navigate to operator -> tell
intent: follow location: workshop person: Diana,navigate to workshop -> guide_person Diana to workshop
intent: tell object: toy location: on the shelf,navigate to on the shelf -> count toy at on the shelf -> navigate to operator -> tell
intent: tell location: garage content: gesture person: person,navigate to garage -> tell gesture
intent: navigate location: garden intent: look object: snacks intent: take intent: deliver location: office recipient: Leo,navigate to garden -> detect_object snacks -> grasp -> navigate to office -> deliver snacks to Leo
intent: locate location: living room filter: waving person: person intent: say content: day today,navigate to living room -> detect_person with pose waving at living room -> greet_person
intent: bring object: notebook location: garden table recipient: me,navigate to garden table -> grasp -> navigate to garden table -> deliver notebook to me
intent: tell location: terrace content: name person: person,navigate to terrace -> tell name
intent: take object: plate location: desk intent: bring location: office recipient: Sam,navigate to desk -> grasp -> navigate to office -> deliver plate to Sam
intent: meet location: closet person: Noah intent: tell content: day,navigate to closet -> meet_person Noah at closet -> tell day
intent: fetch object: charger location: desk intent: bring location: storage room recipient: Karen,navigate to desk -> detect_object charger at desk -> navigate to storage room -> deliver charger to Karen
intent: tell location: terrace content: gesture person: person,navigate to terrace -> tell gesture
intent: tell object: bottles location: on the side table attribute: thinnest,navigate to on the side table -> detect_object thinnest bottles at on the side table -> describe_property -> navigate to operator -> tell
intent: tell location: office filter: waving content: time person: person,navigate to office -> tell time
intent: locate object: plates location: dining area intent: fetch intent: bring recipient: me,navigate to dining area -> detect_object plates at dining area -> deliver plates to me
intent: follow location: garden filter: sitting person: person,navigate to garden -> guide_person person to garden
intent: navigate location: patio intent: look object: snack intent: take intent: deliver location: study filter: sitting recipient: person,navigate to patio -> detect_object snack -> grasp -> navigate to study -> deliver snack to person
intent: navigate location: study intent: meet person: Diana intent: answer content: quiz,navigate to study -> meet_person Diana -> navigate to operator -> answer_question
intent: give object: tray location: garden table recipient: me,navigate to garden table -> grasp -> navigate to garden table -> deliver tray to me
intent: go location: storage room intent: meet person: Frank intent: tell content: day,navigate to storage room -> meet_person Frank -> tell day
intent: go location: garden intent: look object: toys intent: fetch intent: put location: on the side table,navigate to garden -> detect_object toys -> navigate to on the side table -> place at on the side table
intent: tell location: laundry room filter: pointing content: day tomorrow person: person,navigate to laundry room -> tell day tomorrow
intent: tell object: toy location: on the side table,navigate to on the side table -> count toy at on the side table -> navigate to operator -> tell
intent: locate location: dining area filter: right arm person: person intent: tell content: yourself,navigate to dining area -> detect_person with right arm at dining area -> tell yourself
intent: tell object: snacks location: on the desk attribute: smallest,navigate to on the desk -> detect_object smallest snacks at on the desk -> describe_property -> navigate to operator -> tell
intent: greet location: drinks bar filter: wearing person: yellow t shirt intent: tell content: your teams name,navigate to drinks bar -> greet_person yellow t shirt with wearing at drinks bar -> tell your teams name
intent: tell location: on the side table attribute: thinnest,navigate to on the side table -> detect_object thinnest at on the side table -> describe_property -> navigate to operator -> tell
intent: answer location: office filter: right arm content: question person: person,navigate to office -> detect_person with right arm at office -> navigate to operator -> answer_question
intent: find object: books location: patio intent: get intent: deliver recipient: me,navigate to patio -> detect_object books at patio -> grasp -> deliver books to me
intent: meet location: garden person: Alice intent: find location: balcony,navigate to garden -> meet_person Alice at garden -> navigate to balcony
intent: tell object: toys location: on the side table attribute: thinnest,navigate to on the side table -> detect_object thinnest toys at on the side table -> describe_property -> navigate to operator -> tell
intent: salute location: balcony filter: wearing person: gray sweater intent: answer content: quiz,navigate to balcony -> greet_person gray sweater with wearing at balcony -> navigate to operator -> answer_question
intent: tell object: toys location: on the garden table attribute: heaviest,navigate to on the garden table -> detect_object heaviest toys at on the garden table -> describe_property -> navigate to operator -> tell
intent: look location: bathroom filter: right arm person: person intent: follow,navigate to bathroom -> detect_person with right arm at bathroom -> guide_person
intent: look object: bottles location: patio intent: grasp intent: place location: on the garden table,navigate to patio -> detect_object bottles at patio -> grasp -> navigate to on the garden table -> place at on the garden table
intent: introduce location: garden person: Frank intent: answer content: question,navigate to garden -> introduce_person -> navigate to operator -> answer_question
intent: give object: can location: side table recipient: me,navigate to side table -> grasp -> navigate to side table -> deliver can to me
intent: lead location: patio person: Jack,navigate to patio -> guide_person Jack to patio
intent: tell location: on the side table attribute: biggest,navigate to on the side table -> detect_object biggest at on the side table -> describe_property -> navigate to operator -> tell
intent: tell location: living room filter: wearing person: orange coats,navigate to living room -> detect_person with wearing at living room -> describe_property -> navigate to operator -> tell
intent: tell object: cup location: on the counter,navigate to on the counter -> count cup at on the counter -> navigate to operator -> tell
intent: go location: laundry room intent: find filter: standing person: person intent: answer content: quiz,navigate to laundry room -> detect_person with pose standing -> navigate to operator -> answer_question
intent: tell object: mugs location: on the garden table attribute: thinnest,navigate to on the garden table -> detect_object thinnest mugs at on the garden table -> describe_property -> navigate to operator -> tell
intent: tell location: patio filter: left arm content: your teams name person: person,navigate to patio -> tell your teams name
intent: grasp object: snack location: side table intent: give location: study recipient: Noah,navigate to side table -> grasp -> navigate to study -> deliver snack to Noah
intent: meet location: bathroom person: Leo intent: follow location: patio,navigate to bathroom -> meet_person Leo at bathroom -> navigate to patio -> guide_person to patio
intent: tell object: books location: on the shelf attribute: lightest,navigate to on the shelf -> detect_object lightest books at on the shelf -> describe_property -> navigate to operator -> tell
intent: tell location: terrace filter: waving content: your teams name person: person,navigate to terrace -> tell your teams name
intent: tell location: on the garden table attribute: lightest,navigate to on the garden table -> detect_object lightest at on the garden table -> describe_property -> navigate to operator -> tell
intent: introduce location: bathroom person: Tom intent: follow location: desk,navigate to bathroom -> introduce_person -> navigate to desk -> guide_person to desk
intent: tell object: bottle location: on the shelf,navigate to on the shelf -> count bottle at on the shelf -> navigate to operator -> tell
intent: meet location: kitchen person: Grace intent: answer content: question,navigate to kitchen -> meet_person Grace at kitchen -> navigate to operator -> answer_question
intent: navigate location: workshop intent: look object: tablet intent: grasp intent: place location: on the shelf,navigate to workshop -> detect_object tablet -> grasp -> navigate to on the shelf -> place at on the shelf
intent: answer location: dining area filter: right arm content: question person: person,navigate to dining area -> detect_person with right arm at dining area -> navigate to operator -> answer_question
intent: get object: bottle location: shelf intent: deliver location: bedroom filter: standing recipient: person,navigate to shelf -> grasp -> navigate to bedroom -> deliver bottle to person
intent: follow location: dining area person: Olivia,navigate to dining area -> guide_person Olivia to dining area
intent: navigate location: balcony intent: find object: glasses intent: get intent: put location: on the shelf,navigate to balcony -> detect_object glasses -> grasp -> navigate to on the shelf -> place at on the shelf
intent: tell location: shelf content: gesture person: person,navigate to shelf -> tell gesture
intent: get object: toys location: garden table intent: deliver location: storage room filter: lying recipient: person,navigate to garden table -> grasp -> navigate to storage room -> deliver toys to person
intent: answer location: study filter: pointing content: question person: person,navigate to study -> detect_person with pose pointing at study -> navigate to operator -> answer_question
intent: locate object: snack location: living room intent: grasp intent: deliver recipient: me,navigate to living room -> detect_object snack at living room -> grasp -> deliver snack to me
intent: tell location: garden filter: pointing,navigate to garden -> detect_person with pose pointing at garden -> describe_property -> navigate to operator -> tell
intent: tell object: snacks location: on the desk attribute: thinnest,navigate to on the desk -> detect_object thinnest snacks at on the desk -> describe_property -> navigate to operator -> tell
intent: salute location: bedroom person: Charlie intent: follow,navigate to bedroom -> greet_person Charlie at bedroom -> guide_person
intent: tell object: cups location: on the counter attribute: biggest,navigate to on the counter -> detect_object biggest cups at on the counter -> describe_property -> navigate to operator -> tell
intent: escort location: laundry room person: Rosa,navigate to laundry room -> guide_person Rosa to laundry room
intent: give object: cup location: desk recipient: me,navigate to desk -> grasp -> navigate to desk -> deliver cup to me
intent: tell location: closet content: name person: person,navigate to closet -> tell name
intent: give object: mug location: side table recipient: me,navigate to side table -> grasp -> navigate to side table -> deliver mug to me
intent: follow location: bedroom person: Hector,navigate to bedroom -> guide_person Hector to bedroom
intent: go location: office intent: locate object: tablet intent: grasp intent: give location: terrace filter: lying recipient: person,navigate to office -> detect_object tablet -> grasp -> navigate to terrace -> deliver tablet to person
intent: tell location: office filter: wearing person: orange blouses,navigate to office -> detect_person with wearing at office -> describe_property -> navigate to operator -> tell
intent: tell location: on the counter attribute: heaviest,navigate to on the counter -> detect_object heaviest at on the counter -> describe_property -> navigate to operator -> tell
intent: tell location: bathroom filter: wearing person: black t shirts,navigate to bathroom -> detect_person with wearing at bathroom -> describe_property -> navigate to operator -> tell
intent: tell location: on the counter attribute: lightest,navigate to on the counter -> detect_object lightest at on the counter -> describe_property -> navigate to operator -> tell
intent: tell location: closet filter: pointing content: day person: person,navigate to closet -> tell day
intent: give object: pen location: garden table recipient: me,navigate to garden table -> grasp -> navigate to garden table -> deliver pen to me
intent: tell location: laundry room filter: wearing person: black blouses,navigate to laundry room -> detect_person with wearing at laundry room -> describe_property -> navigate to operator -> tell
intent: go location: balcony intent: locate object: book intent: grasp intent: bring location: living room recipient: Rosa,navigate to balcony -> detect_object book -> grasp -> navigate to living room -> deliver book to Rosa
intent: tell location: terrace content: name person: person,navigate to terrace -> tell name
intent: get object: snack location: counter intent: deliver location: bathroom recipient: Frank,navigate to counter -> grasp -> navigate to bathroom -> deliver snack to Frank
intent: look location: garden filter: pointing person: person intent: follow location: living room,navigate to garden -> detect_person with pose pointing at garden -> navigate to living room -> guide_person to living room
intent: tell object: plate location: on the counter,navigate to on the counter -> count plate at on the counter -> navigate to operator -> tell
intent: meet location: living room person: Rosa intent: lead location: balcony,navigate to living room -> meet_person Rosa at living room -> navigate to balcony -> guide_person to balcony
intent: go location: workshop intent: look object: tablet intent: take intent: bring location: laundry room filter: pointing recipient: person,navigate to workshop -> detect_object tablet -> grasp -> navigate to laundry room -> deliver tablet to person
intent: guide location: garage person: Eva,navigate to garage -> guide_person Eva to garage
intent: take object: glass location: shelf intent: give location: terrace recipient: Grace,navigate to shelf -> grasp -> navigate to terrace -> deliver glass to Grace
intent: tell location: office filter: wearing person: white jackets,navigate to office -> detect_person with wearing at office -> describe_property -> navigate to operator -> tell
intent: find object: magazine location: patio intent: grasp intent: put location: on the side table,navigate to patio -> detect_object magazine at patio -> grasp -> navigate to on the side table -> place at on the side table
intent: follow location: garage person: Pablo,navigate to garage -> guide_person Pablo to garage
intent: go location: patio intent: look object: glasses intent: take intent: put location: on the side table,navigate to patio -> detect_object glasses -> grasp -> navigate to on the side table -> place at on the side table
intent: escort location: laundry room filter: sitting person: person,navigate to laundry room -> guide_person person to laundry room
intent: navigate location: bathroom intent: look object: magazine intent: fetch intent: give location: balcony filter: waving recipient: person,navigate to bathroom -> detect_object magazine -> navigate to balcony -> deliver magazine to person
intent: look location: closet filter: sitting person: person intent: escort location: entrance,navigate to closet -> detect_person with pose sitting at closet -> navigate to entrance -> guide_person to entrance
intent: tell object: cans location: on the counter attribute: heaviest,navigate to on the counter -> detect_object heaviest cans at on the counter -> describe_property -> navigate to operator -> tell
intent: look location: hallway filter: left arm person: person intent: answer content: quiz,navigate to hallway -> detect_person with left arm at hallway -> navigate to operator -> answer_question
intent: tell location: on the counter attribute: heaviest,navigate to on the counter -> detect_object heaviest at on the counter -> describe_property -> navigate to operator -> tell
intent: tell location: bathroom content: name person: person,navigate to bathroom -> tell name
intent: give object: charger location: garden table recipient: me,navigate to garden table -> grasp -> navigate to garden table -> deliver charger to me
intent: guide location: shelf person: Bob,navigate to shelf -> guide_person Bob to shelf
intent: tell object: toys location: on the shelf attribute: heaviest,navigate to on the shelf -> detect_object heaviest toys at on the shelf -> describe_property -> navigate to operator -> tell
intent: tell location: patio filter: wearing person: white shirts,navigate to patio -> detect_person with wearing at patio -> describe_property -> navigate to operator -> tell
intent: bring object: snack location: side table recipient: me,navigate to side table -> grasp -> navigate to side table -> deliver snack to me
intent: answer location: storage room filter: waving content: question person: person,navigate to storage room -> detect_person with pose waving at storage room -> navigate to operator -> answer_question
intent: go location: office intent: find object: plates intent: take intent: put location: on the desk,navigate to office -> detect_object plates -> grasp -> navigate to on the desk -> place at on the desk
intent: follow location: office person: Alice,navigate to office -> guide_person Alice to office
intent: tell object: snacks location: on the garden table attribute: biggest,navigate to on the garden table -> detect_object biggest snacks at on the garden table -> describe_property -> navigate to operator -> tell
intent: meet location: terrace person: Quentin intent: find location: entrance,navigate to terrace -> meet_person Quentin at terrace -> navigate to entrance
intent: give object: pen location: desk recipient: me,navigate to desk -> grasp -> navigate to desk -> deliver pen to me
intent: navigate location: kitchen intent: look filter: left arm person: person intent: tell content: your teams name,navigate to kitchen -> detect_person with left arm -> tell your teams name
intent: grasp object: phone location: side table intent: bring location: dining area recipient: Eva,navigate to side table -> grasp -> navigate to dining area -> deliver phone to Eva
intent: follow location: study filter: right arm person: person,navigate to study -> guide_person person to study
intent: bring object: tray location: side table recipient: me,navigate to side table -> grasp -> navigate to side table -> deliver tray to me
intent: meet location: workshop person: Pablo intent: follow,navigate to workshop -> meet_person Pablo at workshop -> guide_person
intent: navigate location: study intent: look object: pen intent: fetch intent: place location: on the garden table,navigate to study -> detect_object pen -> navigate to on the garden table -> place at on the garden table
intent: meet location: patio person: Maria intent: find location: bedroom,navigate to patio -> meet_person Maria at patio -> navigate to bedroom
intent: take object: remotes location: counter intent: put location: on the desk,navigate to counter -> grasp -> navigate to on the desk -> place at on the desk
intent: tell location: kitchen filter: left arm content: day person: person,navigate to kitchen -> tell day
intent: find object: cups location: bedroom intent: grasp intent: deliver recipient: me,navigate to bedroom -> detect_object cups at bedroom -> grasp -> deliver cups to me
intent: escort location: garage filter: wearing person: gray t shirt,navigate to garage -> guide_person gray t shirt to garage
intent: tell location: on the side table attribute: largest,navigate to on the side table -> detect_object largest at on the side table -> describe_property -> navigate to operator -> tell
intent: meet location: patio person: Quentin intent: tell content: yourself,navigate to patio -> meet_person Quentin at patio -> tell yourself
intent: tell object: plate location: on the desk,navigate to on the desk -> count plate at on the desk -> navigate to operator -> tell
intent: tell location: garden table content: gesture person: person,navigate to garden table -> tell gesture
intent: look object: magazines location: workshop intent: fetch intent: give location: workshop recipient: Frank,navigate to workshop -> detect_object magazines at workshop -> navigate to workshop -> deliver magazines to Frank
intent: introduce location: dining area person: Ingrid intent: answer content: question,navigate to dining area -> introduce_person -> navigate to operator -> answer_question
intent: take object: notebook location: desk intent: deliver location: terrace filter: pointing recipient: person,navigate to desk -> grasp -> navigate to terrace -> deliver notebook to person
intent: look location: dining area filter: sitting person: person intent: answer content: question,navigate to dining area -> detect_person with pose sitting at dining area -> navigate to operator -> answer_question
intent: navigate location: side table intent: look object: snacks intent: grasp intent: bring location: drinks bar filter: right arm recipient: person,navigate to side table -> detect_object snacks -> grasp -> navigate to drinks bar -> deliver snacks to person
intent: greet location: office person: Grace intent: answer content: quiz,navigate to office -> greet_person Grace at office -> navigate to operator -> answer_question
intent: bring object: tray location: desk recipient: me,navigate to desk -> grasp -> navigate to desk -> deliver tray to me
intent: follow location: laundry room filter: right arm person: person,navigate to laundry room -> guide_person person to laundry room
intent: tell object: magazines location: on the desk attribute: smallest,navigate to on the desk -> detect_object smallest magazines at on the desk -> describe_property -> navigate to operator -> tell
intent: tell location: patio filter: wearing person: orange jackets,navigate to patio -> detect_person with wearing at patio -> describe_property -> navigate to operator -> tell
intent: navigate location: study intent: find object: plates intent: grasp intent: bring location: office recipient: Sam,navigate to study -> detect_object plates -> grasp -> navigate to office -> deliver plates to Sam
intent: follow location: entrance filter: pointing person: person,navigate to entrance -> guide_person person to entrance
intent: tell location: on the side table attribute: lightest,navigate to on the side table -> detect_object lightest at on the side table -> describe_property -> navigate to operator -> tell
